Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-09-22,0.805714,0.805714,0.764962,0.784396,7827.3333329685
2016-09-23,0.803731,0.803731,0.745726,0.801847,11380.444443914
2016-09-26,0.73591,0.78628,0.733927,0.78628,11430.871794339
2016-09-27,0.73591,0.79213,0.73591,0.784396,11339.094016565
2016-09-28,0.739777,0.778645,0.739777,0.776662,5431.0256407725
2016-09-30,0.74761,0.774679,0.74761,0.772795,2299.48717938
2016-10-03,0.772795,0.778645,0.745726,0.774679,4826.905982681
2016-10-04,0.774679,0.774679,0.722425,0.774679,5161.743589503
2016-10-05,0.728275,0.74176,0.722425,0.74176,16557.316238544
2016-10-06,0.772795,0.772795,0.755344,0.768829,1238.495726438
2016-10-07,0.772795,0.803731,0.74176,0.803731,24627.709400561
2016-10-10,0.784396,0.784396,0.759211,0.784396,1060.991452942
2016-10-11,0.774679,0.774679,0.764962,0.774679,1776.0512819685
2016-10-12,0.79213,0.79213,0.759211,0.79213,7141.5213671885
2016-10-13,0.784396,0.784396,0.73591,0.759211,12329.487178912
2016-10-14,0.774679,0.774679,0.724309,0.751378,18637.94871708
2016-10-17,0.753361,0.757228,0.753361,0.755344,3775.999999824
2016-10-18,0.755344,0.78628,0.739777,0.770812,4212.7008545045
2016-10-19,0.739777,0.768829,0.732142,0.732142,14460.547007873
2016-10-20,0.732142,0.766945,0.726292,0.728275,33439.384613826
2016-10-21,0.782413,0.794014,0.74176,0.788263,22684.239315182
2016-10-24,0.757228,0.782413,0.745726,0.745726,37084.273502545
2016-10-25,0.739777,0.751378,0.724309,0.751378,12182.239315671
2016-10-26,0.749494,0.766945,0.749494,0.766945,8207.555555173
2016-10-27,0.766945,0.784396,0.74176,0.784396,14791.350426661
2016-10-28,0.784396,0.784396,0.759211,0.763078,20709.504272539
2016-10-31,0.759211,0.759211,0.733927,0.759211,15693.999999268
2016-11-02,0.73591,0.768829,0.73591,0.764962,2380.17094006
2016-11-03,0.755344,0.755344,0.755344,0.755344,127.076923071
2016-11-04,0.745726,0.753361,0.733927,0.745726,29678.512819129
2016-11-07,0.73591,0.743743,0.720442,0.743743,15415.641024922
2016-11-08,0.743743,0.743743,0.743743,0.743743,1517.8632477925
2016-11-09,0.764962,0.764962,0.718459,0.718459,4466.8547006465
2016-11-10,0.718459,0.74176,0.706858,0.739777,9400.6666662285
2016-11-14,0.73591,0.73591,0.708842,0.73591,3050.8547007125
2016-11-15,0.708842,0.733927,0.708842,0.733927,868.3589743185
2016-11-16,0.708842,0.708842,0.658472,0.699224,18577.43589657
2016-11-17,0.691391,0.691391,0.664322,0.689408,3076.068375925
2016-11-18,0.660356,0.660356,0.577167,0.610086,190068.75212789
2016-11-21,0.621686,0.646871,0.619803,0.646871,11318.923076395
2016-11-22,0.598386,0.654605,0.598386,0.654605,634.3760683465
2016-11-23,0.654605,0.654605,0.619803,0.654605,2669.6239314995
2016-11-24,0.621686,0.646871,0.619803,0.646871,8552.47863208
2016-11-25,0.639137,0.650738,0.619803,0.648755,2933.8632477265
2016-11-28,0.648755,0.648755,0.623669,0.639137,1944.478632388
2016-11-29,0.63527,0.650738,0.631304,0.650738,6857.1111107915
2016-11-30,0.648755,0.656588,0.646871,0.646871,23516.290597194
2016-12-01,0.646871,0.650738,0.621686,0.621686,26754.735041488
2016-12-02,0.623669,0.63527,0.606219,0.63527,49936.18803186
2016-12-05,0.63527,0.63527,0.63527,0.63527,2766.4444443155
2016-12-06,0.63527,0.63527,0.581034,0.592635,46753.213673034
2016-12-07,0.631304,0.631304,0.596601,0.623669,1685.2820512035
2016-12-08,0.600369,0.62942,0.590751,0.617819,25221.743588568
2016-12-09,0.596601,0.619803,0.596601,0.619803,40768.495724595
2016-12-12,0.610086,0.62942,0.610086,0.62942,3380.649572492
2016-12-13,0.627536,0.627536,0.610086,0.627536,4649.401709185
2016-12-14,0.610086,0.627536,0.610086,0.627536,1807.316239232
2016-12-15,0.613953,0.62942,0.613953,0.62942,11395.572649041
2016-12-16,0.62942,0.62942,0.62942,0.62942,192.6324786235
2016-12-19,0.613953,0.625553,0.606219,0.625553,9111.213674789
2016-12-20,0.596601,0.612069,0.596601,0.612069,11653.760683217
2016-12-21,0.600369,0.619803,0.600369,0.619803,24922.205127043
2016-12-22,0.619803,0.625553,0.598386,0.621686,1629.811965736
2016-12-23,0.608202,0.623669,0.602253,0.623669,7283.726495387
2016-12-27,0.619803,0.639137,0.581034,0.639137,119687.29913972
2016-12-28,0.639137,0.639137,0.627536,0.62942,39545.128203285
2016-12-29,0.639137,0.639137,0.62942,0.639137,23780.529913421
2016-12-30,0.63527,0.642905,0.633287,0.642905,13938.11965747
2017-01-02,0.617819,0.639137,0.612069,0.639137,22308.051281011
2017-01-03,0.612069,0.625553,0.604236,0.619803,48838.888886612
2017-01-04,0.627536,0.627536,0.619803,0.623669,8984.136751718
2017-01-05,0.619803,0.62942,0.613953,0.621686,6329.641025346
2017-01-09,0.631304,0.631304,0.631304,0.631304,370.1367521195
2017-01-10,0.631304,0.631304,0.610086,0.62942,13547.81196518
2017-01-11,0.604236,0.654605,0.604236,0.654605,96709.572645065
2017-01-12,0.654605,0.67394,0.639137,0.672056,30333.059827646
2017-01-13,0.648755,0.658472,0.64112,0.656588,7491.487179138
2017-01-16,0.656588,0.656588,0.637253,0.646871,38215.863246082
2017-01-17,0.654605,0.662339,0.654605,0.660356,16684.393161615
2017-01-18,0.646871,0.660356,0.646871,0.660356,4801.6923074685
2017-01-19,0.64112,0.660356,0.64112,0.660356,6014.974358694
2017-01-20,0.64112,0.662339,0.639137,0.639137,16506.888888119
2017-01-23,0.639137,0.660356,0.639137,0.660356,4349.8632476605
2017-01-24,0.637253,0.64112,0.62942,0.64112,20724.632477666
2017-01-25,0.623669,0.639137,0.623669,0.639137,12120.717948153
2017-01-26,0.639137,0.639137,0.627536,0.62942,14440.376067703
2017-01-27,0.639137,0.64112,0.62942,0.639137,4547.5384613265
2017-01-30,0.63527,0.652721,0.63527,0.652721,349.9658119495
2017-01-31,0.652721,0.662339,0.648755,0.648755,23988.290597172
2017-02-01,0.664322,0.675923,0.662339,0.675923,35210.393160752
2017-02-02,0.677807,0.695258,0.668189,0.695258,29211.555554194
2017-02-03,0.662339,0.695258,0.662339,0.695258,1913.2136751245
2017-02-06,0.693374,0.693374,0.691391,0.691391,2487.076922961
2017-02-07,0.681773,0.693374,0.668189,0.68564,15745.435896702
2017-02-08,0.689408,0.691391,0.646871,0.670172,17074.700853905
2017-02-09,0.648755,0.656588,0.627536,0.654605,62178.940168042
2017-02-10,0.646871,0.691391,0.646871,0.68564,61503.213672347
2017-02-13,0.693374,0.726292,0.693374,0.716675,13379.384614761
2017-02-14,0.728275,0.728275,0.699224,0.718459,20287.931622986
2017-02-15,0.701108,0.726292,0.699224,0.726292,22058.940169912
2017-02-16,0.726292,0.730159,0.701108,0.716675,32256.358972855
2017-02-17,0.681773,0.706858,0.681773,0.706858,1091.247863197
2017-02-20,0.712708,0.712708,0.681773,0.710725,9049.6923072705
2017-02-21,0.67979,0.710725,0.67979,0.710725,17730.25640943
2017-02-22,0.697241,0.699224,0.67394,0.697241,29256.940169576
2017-02-23,0.697241,0.699224,0.675923,0.677807,19044.393161505
2017-02-24,0.675923,0.697241,0.666206,0.697241,28429.931622606
2017-02-27,0.703091,0.703091,0.703091,0.703091,6791.555555239
2017-02-28,0.710725,0.710725,0.710725,0.710725,101.8632478585
2017-03-01,0.710725,0.710725,0.706858,0.706858,3345.3504271945
2017-03-02,0.710725,0.710725,0.687623,0.710725,1782.1025640195
2017-03-03,0.683657,0.710725,0.683657,0.710725,29241.811964449
2017-03-06,0.687623,0.697241,0.664322,0.691391,55529.589741001
2017-03-07,0.697241,0.697241,0.668189,0.695258,13420.735042109
2017-03-08,0.666206,0.672056,0.658472,0.672056,78898.632474955
2017-03-09,0.695258,0.695258,0.691391,0.691391,5268.649572404
2017-03-10,0.693374,0.693374,0.689408,0.691391,4948.9401707095
2017-03-13,0.691391,0.691391,0.677807,0.691391,7441.059828713
2017-03-14,0.67979,0.67979,0.668189,0.668189,8299.3333329465
2017-03-15,0.691391,0.691391,0.658472,0.658472,19216.854699959
2017-03-16,0.668189,0.675923,0.668189,0.675923,3715.487179314
2017-03-17,0.675923,0.687623,0.660356,0.687623,10557.470084978
2017-03-20,0.68564,0.68564,0.660356,0.683657,5969.5897433115
2017-03-21,0.658472,0.681773,0.658472,0.666206,949.0427349985
2017-03-22,0.660356,0.660356,0.656588,0.656588,27054.273503012
2017-03-23,0.652721,0.652721,0.619803,0.652721,46955.931621743
2017-03-24,0.652721,0.658472,0.639137,0.639137,7161.6923073585
2017-03-27,0.639137,0.639137,0.619803,0.62942,29764.239314852
2017-03-28,0.637253,0.637253,0.598386,0.63527,68345.196578011
2017-03-29,0.63527,0.63527,0.610086,0.62942,3253.572649421
2017-03-30,0.62942,0.62942,0.62942,0.62942,649.504273474
2017-03-31,0.62942,0.62942,0.600369,0.600369,34358.170938569
2017-04-03,0.598386,0.600369,0.592635,0.592635,26714.393161148
2017-04-04,0.619803,0.704975,0.619803,0.704975,166816.70084693
2017-04-05,0.718459,0.730159,0.67979,0.703091,26617.572648332
2017-04-06,0.722425,0.722425,0.652721,0.668189,70441.965808682
2017-04-07,0.654605,0.654605,0.625553,0.62942,31449.521366055
2017-04-10,0.62942,0.677807,0.613953,0.677807,30445.008545589
2017-04-11,0.672056,0.677807,0.619803,0.675923,23384.170939081
2017-04-12,0.637253,0.64112,0.621686,0.64112,31815.623930141
2017-04-13,0.633287,0.64112,0.621686,0.64112,59417.538458769
2017-04-18,0.623669,0.646871,0.623669,0.646871,334.837606822
2017-04-19,0.625553,0.639137,0.617819,0.637253,2370.085469975
2017-04-20,0.637253,0.637253,0.637253,0.637253,269.2820512695
2017-04-21,0.62942,0.62942,0.62942,0.62942,5867.726495453
2017-04-24,0.639137,0.67394,0.62942,0.67394,28272.59828928
2017-04-25,0.664322,0.664322,0.63527,0.654605,8354.803418414
2017-04-26,0.637253,0.650738,0.637253,0.648755,7938.2735039035
2017-04-27,0.64112,0.658472,0.64112,0.64112,18404.974358116
2017-04-28,0.64112,0.658472,0.64112,0.658472,19074.64957176
2017-05-02,0.64112,0.660356,0.64112,0.660356,17836.153845322
2017-05-04,0.660356,0.67979,0.660356,0.677807,53605.282048783
2017-05-05,0.677807,0.67979,0.677807,0.67979,29627.076921696
2017-05-08,0.67979,0.67979,0.67979,0.67979,111.9487179435
2017-05-09,0.668189,0.677807,0.648755,0.648755,21054.427349446
2017-05-10,0.658472,0.658472,0.650738,0.650738,25653.401708206
2017-05-11,0.650738,0.658472,0.650738,0.658472,12684.495725904
2017-05-12,0.675923,0.675923,0.648755,0.67394,1771.008546926
2017-05-15,0.660356,0.660356,0.648755,0.656588,7116.307691976
2017-05-16,0.675923,0.675923,0.62942,0.62942,20252.632477688
2017-05-17,0.639137,0.652721,0.623669,0.623669,9593.299144852
2017-05-18,0.623669,0.623669,0.623669,0.623669,2324.7008545925
2017-05-19,0.637253,0.637253,0.621686,0.621686,4862.2051279785
2017-05-22,0.621686,0.621686,0.621686,0.621686,3293.914529761
2017-05-23,0.639137,0.639137,0.639137,0.639137,101.8632478585
2017-05-24,0.639137,0.639137,0.623669,0.639137,4719.99999978
2017-05-25,0.625553,0.625553,0.617819,0.617819,18070.136751294
2017-05-26,0.619803,0.619803,0.619803,0.619803,2710.974358848
2017-05-30,0.604236,0.610086,0.602253,0.610086,17740.341879515
2017-05-31,0.610086,0.619803,0.600369,0.619803,10592.769230275
2017-06-01,0.619803,0.619803,0.594618,0.619803,14212.444443782
2017-06-05,0.600369,0.600369,0.600369,0.600369,3101.2820511375
2017-06-07,0.604236,0.619803,0.604236,0.619803,7425.9316235855
2017-06-08,0.610086,0.610086,0.610086,0.610086,3715.487179314
2017-06-09,0.610086,0.610086,0.596601,0.596601,17714.119657294
2017-06-12,0.592635,0.600369,0.590751,0.600369,14644.10256342
2017-06-13,0.600369,0.600369,0.581034,0.586785,29196.427349066
2017-06-14,0.606219,0.606219,0.606219,0.606219,2167.3675212665
2017-06-16,0.606219,0.610086,0.586785,0.596601,6274.1709398785
2017-06-19,0.596601,0.610086,0.588768,0.610086,5171.829059588
2017-06-20,0.590751,0.604236,0.581034,0.604236,9054.735042313
2017-06-21,0.581034,0.600369,0.581034,0.600369,4593.9316237175
2017-06-22,0.596601,0.596601,0.57915,0.57915,8969.0085465905
2017-06-23,0.600369,0.600369,0.600369,0.600369,20.17094017
2017-06-26,0.57915,0.581034,0.532647,0.5733,40738.23931434
2017-06-27,0.569334,0.581034,0.561699,0.581034,14912.376067681
2017-06-28,0.561699,0.582918,0.555849,0.582918,12450.512819932
2017-06-30,0.581034,0.581034,0.581034,0.581034,5319.076922829
2017-07-03,0.555849,0.581034,0.555849,0.581034,21003.999999021
2017-07-04,0.582918,0.639137,0.582918,0.627536,51575.076920673
2017-07-05,0.610086,0.610086,0.586785,0.588768,9563.042734597
2017-07-06,0.608202,0.608202,0.582918,0.584901,17044.44444365
2017-07-10,0.608202,0.617819,0.608202,0.617819,319.7094016945
2017-07-11,0.615836,0.615836,0.615836,0.615836,274.324786312
2017-07-12,0.612069,0.615836,0.612069,0.615836,406.4444444255
2017-07-13,0.615836,0.615836,0.592635,0.613953,563.7777777515
2017-07-14,0.613953,0.615836,0.613953,0.615836,249.1111110995
2017-07-17,0.615836,0.615836,0.613953,0.615836,649.504273474
2017-07-18,0.592635,0.615836,0.592635,0.615836,2583.897435777
2017-07-19,0.615836,0.615836,0.612069,0.615836,436.7008546805
2017-07-20,0.615836,0.615836,0.592635,0.613953,3243.487179336
2017-07-21,0.615836,0.615836,0.592635,0.613953,2842.085469953
2017-07-24,0.592635,0.592635,0.588768,0.588768,16070.188033439
2017-07-25,0.582918,0.594618,0.582918,0.594618,2309.572649465
2017-07-27,0.582918,0.590751,0.577167,0.590751,1715.5384614585
2017-07-28,0.57915,0.590751,0.57915,0.590751,339.8803418645
2017-07-31,0.588768,0.588768,0.57915,0.57915,1293.9658119055
2017-08-01,0.57915,0.581034,0.57915,0.581034,568.820512794
2017-08-02,0.577167,0.577167,0.521047,0.526797,20557.213674255
2017-08-03,0.561699,0.561699,0.536514,0.542265,5106.2735040355
2017-08-04,0.577167,0.577167,0.5733,0.5733,816.923076885
2017-08-07,0.571317,0.5733,0.571317,0.5733,10.085470085
2017-08-08,0.5733,0.5733,0.544248,0.544248,6674.564102253
2017-08-09,0.544248,0.569334,0.530664,0.56745,2172.410256309
2017-08-10,0.534631,0.56745,0.534631,0.565566,7410.803418458
2017-08-11,0.528681,0.528681,0.526797,0.526797,249.1111110995
2017-08-14,0.528681,0.559716,0.526797,0.559716,2878.393162259
2017-08-16,0.550098,0.561699,0.550098,0.561699,10938.700854191
2017-08-17,0.551883,0.56745,0.551883,0.56745,9096.0854696615
2017-08-18,0.553866,0.5733,0.551883,0.5733,7963.487179116
2017-08-21,0.571317,0.571317,0.571317,0.571317,182.5470085385
2017-08-22,0.559716,0.577167,0.559716,0.577167,12887.213674613
2017-08-23,0.575184,0.577167,0.56745,0.577167,5563.145298886
2017-08-24,0.575184,0.575184,0.5733,0.5733,360.0512820345
2017-08-25,0.565566,0.565566,0.559716,0.559716,13933.076922427
2017-08-28,0.56745,0.56745,0.544248,0.553866,13415.692307067
2017-08-29,0.571317,0.571317,0.548115,0.56745,9603.384614937
2017-08-30,0.565566,0.565566,0.565566,0.565566,101.8632478585
2017-08-31,0.546132,0.563583,0.544248,0.551883,6369.982905686
2017-09-01,0.561699,0.561699,0.544248,0.559716,7725.47008511
2017-09-04,0.571317,0.592635,0.561699,0.561699,77456.4102528
2017-09-05,0.577167,0.577167,0.555849,0.575184,65.5555555525
2017-09-06,0.555849,0.575184,0.553866,0.575184,2893.5213673865
2017-09-07,0.575184,0.575184,0.551883,0.557733,11973.470084912
2017-09-08,0.548115,0.559716,0.546132,0.557733,3182.974358826
2017-09-11,0.540282,0.561699,0.532647,0.534631,21136.119657134
2017-09-12,0.534631,0.546132,0.530664,0.546132,11583.162392622
2017-09-13,0.544248,0.544248,0.540282,0.542265,466.9572649355
2017-09-14,0.540282,0.550098,0.540282,0.550098,5775.9487176795
2017-09-15,0.550098,0.550098,0.542265,0.542265,5740.649572382
2017-09-18,0.550098,0.555849,0.550098,0.555849,989.3846153385
2017-09-19,0.550098,0.550098,0.550098,0.550098,15.1282051275
2017-09-20,0.544248,0.544248,0.542265,0.544248,3695.316239144
2017-09-21,0.544248,0.544248,0.544248,0.544248,2359.99999989
2017-09-22,0.542265,0.542265,0.526797,0.526797,28083.999998691
2017-09-25,0.515197,0.532647,0.515197,0.530664,15720.222221489
2017-09-26,0.528681,0.530664,0.522831,0.530664,863.316239276
2017-09-27,0.530664,0.538398,0.530664,0.538398,4253.0427348445
2017-09-28,0.534631,0.540282,0.534631,0.540282,7745.64102528
2017-09-29,0.540282,0.540282,0.515197,0.538398,4831.9487177235
2017-10-02,0.530664,0.565566,0.51133,0.548115,59051.435894683
2017-10-03,0.561699,0.561699,0.530664,0.553866,14532.153845476
2017-10-04,0.553866,0.594618,0.553866,0.590751,50016.87179254
2017-10-05,0.584901,0.584901,0.559716,0.582918,18993.96581108
2017-10-06,0.571317,0.581034,0.571317,0.581034,497.2136751905
2017-10-09,0.5733,0.5733,0.5733,0.5733,700.9401709075
2017-10-10,0.581034,0.581034,0.581034,0.581034,5.0427350425
2017-10-11,0.571317,0.584901,0.557733,0.5733,53727.316236812
2017-10-12,0.571317,0.571317,0.569334,0.571317,858.2735042335
2017-10-13,0.571317,0.5733,0.563583,0.571317,9811.145298688
2017-10-16,0.571317,0.571317,0.571317,0.571317,152.2905982835
2017-10-17,0.575184,0.586785,0.5733,0.586785,18075.179486337
2017-10-18,0.584901,0.625553,0.584901,0.625553,31683.504272027
2017-10-19,0.598386,0.613953,0.596601,0.600369,6619.0940167855
2017-10-20,0.612069,0.612069,0.588768,0.598386,2157.2820511815
2017-10-23,0.577167,0.602253,0.569334,0.586785,3111.3675212225
2017-10-24,0.571317,0.581034,0.571317,0.581034,1340.3589742965
2017-10-25,0.571317,0.575184,0.561699,0.575184,16999.059828267
2017-10-26,0.581034,0.581034,0.561699,0.571317,2527.418803301
2017-10-27,0.581034,0.581034,0.577167,0.577167,182.5470085385
2017-10-30,0.577167,0.577167,0.577167,0.577167,70.598290595
2017-10-31,0.577167,0.577167,0.577167,0.577167,111.9487179435
2017-11-02,0.577167,0.577167,0.559716,0.577167,2649.4529913295
2017-11-03,0.577167,0.577167,0.577167,0.577167,111.9487179435
2017-11-06,0.577167,0.577167,0.571317,0.571317,2593.982905862
2017-11-07,0.571317,0.571317,0.569334,0.569334,111.9487179435
2017-11-08,0.569334,0.569334,0.569334,0.569334,111.9487179435
2017-11-09,0.557733,0.581034,0.557733,0.581034,15993.538460793
2017-11-10,0.581034,0.582918,0.569334,0.581034,16100.444443694
2017-11-13,0.590751,0.608202,0.588768,0.588768,43874.820510775
2017-11-14,0.577167,0.594618,0.571317,0.57915,21084.683759701
2017-11-15,0.575184,0.575184,0.575184,0.575184,111.9487179435
2017-11-16,0.557733,0.577167,0.557733,0.575184,8714.8547004485
2017-11-17,0.575184,0.575184,0.575184,0.575184,512.341880318
2017-11-20,0.57915,0.590751,0.551883,0.588768,23059.418802344
2017-11-21,0.581034,0.581034,0.571317,0.581034,7822.290597926
2017-11-22,0.561699,0.581034,0.561699,0.57915,17460.97435816
2017-11-23,0.57915,0.57915,0.561699,0.57915,7760.7692304075
2017-11-27,0.577167,0.577167,0.577167,0.577167,101.8632478585
2017-11-28,0.577167,0.577167,0.542265,0.56745,684.8034187715
2017-11-29,0.577167,0.577167,0.542265,0.56745,15872.512819773
2017-11-30,0.575184,0.575184,0.542265,0.56745,5171.829059588
2017-12-01,0.565566,0.565566,0.528681,0.542265,38510.358972564
2017-12-04,0.528681,0.542265,0.524814,0.542265,49372.410254109
2017-12-05,0.522831,0.542265,0.522831,0.542265,6466.803418502
2017-12-06,0.540282,0.542265,0.540282,0.542265,344.923076907
2017-12-07,0.522831,0.538398,0.522831,0.522831,4497.1111109015
2017-12-08,0.540282,0.540282,0.522831,0.522831,122.0341880285
2017-12-11,0.524814,0.524814,0.524814,0.524814,416.5299145105
2017-12-12,0.524814,0.530664,0.503596,0.515197,56443.333330702
2017-12-13,0.503596,0.503596,0.486115,0.503596,1335.316239254
2017-12-14,0.503596,0.513214,0.503596,0.513214,1913.2136751245
2017-12-15,0.521047,0.521047,0.503596,0.503596,14140.837606178
2017-12-18,0.491926,0.491926,0.491926,0.491926,2674.666666542
2017-12-19,0.484202,0.484202,0.482248,0.482248,3345.3504271945
2017-12-20,0.482248,0.482248,0.45514,0.462864,41230.410254488
2017-12-21,0.457073,0.464817,0.451263,0.453206,51057.692305312
2017-12-22,0.445443,0.447396,0.429965,0.445443,49072.871792584
2017-12-27,0.457073,0.457073,0.428012,0.435756,37535.094015344
2017-12-28,0.431889,0.457073,0.428012,0.457073,8582.735042335
2017-12-29,0.45514,0.484202,0.45514,0.484202,27165.213673947
2018-01-03,0.468694,0.468694,0.464817,0.468694,2354.9572648475
2018-01-04,0.44931,0.45514,0.447396,0.44931,32125.24786175
2018-01-05,0.44931,0.451263,0.44931,0.451263,4132.0170938245
2018-01-08,0.441566,0.482248,0.441566,0.443519,54666.273501725
2018-01-09,0.468694,0.482248,0.468694,0.480315,26404.769229538
2018-01-10,0.480315,0.480315,0.480315,0.480315,50.427350425
2018-01-11,0.480315,0.480315,0.480315,0.480315,86.735042731
2018-01-12,0.480315,0.480315,0.458997,0.458997,1740.752136671
2018-01-15,0.45514,0.45514,0.45514,0.45514,13968.376067725
2018-01-16,0.46095,0.46095,0.46095,0.46095,5.0427350425
2018-01-17,0.480315,0.480315,0.445443,0.445443,5166.7863245455
2018-01-18,0.46095,0.46095,0.447396,0.46095,3725.572649399
2018-01-19,0.464817,0.464817,0.45514,0.45514,2091.726495629
2018-01-22,0.45514,0.45514,0.45514,0.45514,127.076923071
2018-01-23,0.439652,0.45514,0.439652,0.45514,360.0512820345
2018-01-24,0.46095,0.503596,0.46095,0.503596,25556.58119539
2018-01-25,0.501613,0.604236,0.501613,0.581034,193926.44443541
2018-01-26,0.600369,0.613953,0.540282,0.544248,103724.01708918
2018-01-29,0.513214,0.561699,0.513214,0.532647,2806.7863246555
2018-01-30,0.553866,0.553866,0.505579,0.530664,38423.623929833
2018-01-31,0.548115,0.548115,0.493909,0.548115,13928.034187385
2018-02-01,0.546132,0.550098,0.49963,0.517081,52900.307689842
2018-02-02,0.517081,0.542265,0.501613,0.513214,20684.290597326
2018-02-05,0.501613,0.532647,0.501613,0.513214,16262.820512062
2018-02-06,0.49963,0.509347,0.466761,0.466761,38778.632476825
2018-02-07,0.509347,0.540282,0.507364,0.540282,24404.820511683
2018-02-08,0.513214,0.538398,0.49963,0.522831,4736.136751916
2018-02-09,0.519064,0.519064,0.519064,0.519064,65.5555555525
2018-02-12,0.503596,0.550098,0.503596,0.519064,22709.452990394
2018-02-13,0.550098,0.557733,0.517081,0.524814,80609.128201371
2018-02-14,0.546132,0.546132,0.532647,0.532647,3618.666666498
2018-02-15,0.532647,0.57915,0.532647,0.577167,33591.675212109
2018-02-16,0.575184,0.584901,0.544248,0.555849,26754.735041488
2018-02-19,0.542265,0.553866,0.542265,0.553866,654.5470085165
2018-02-20,0.577167,0.577167,0.534631,0.542265,8852.0170936045
2018-02-21,0.571317,0.575184,0.553866,0.553866,15338.991452276
2018-02-22,0.575184,0.577167,0.559716,0.577167,31728.88888741
2018-02-23,0.577167,0.610086,0.555849,0.586785,163399.74358213
2018-02-26,0.600369,0.608202,0.542265,0.548115,96637.965807461
2018-02-27,0.577167,0.577167,0.561699,0.577167,6299.384615091
2018-02-28,0.557733,0.559716,0.550098,0.559716,8781.4188030095
2018-03-01,0.5733,0.5733,0.548115,0.550098,3613.6239314555
2018-03-02,0.569334,0.569334,0.550098,0.569334,1400.8717948065
2018-03-05,0.565566,0.565566,0.565566,0.565566,816.923076885
2018-03-06,0.565566,0.565566,0.565566,0.565566,122.0341880285
2018-03-07,0.565566,0.581034,0.565566,0.581034,13085.897435287
2018-03-08,0.581034,0.594618,0.557733,0.581034,9603.384614937
2018-03-09,0.581034,0.590751,0.563583,0.569334,51392.529912134
2018-03-12,0.550098,0.57915,0.550098,0.57915,152.2905982835
2018-03-13,0.57915,0.57915,0.57915,0.57915,878.4444444035
2018-03-14,0.575184,0.600369,0.575184,0.577167,34647.623930009
2018-03-15,0.553866,0.557733,0.553866,0.553866,40149.247861376
2018-03-16,0.553866,0.553866,0.524814,0.532647,36596.136750431
2018-03-20,0.522831,0.542265,0.522831,0.542265,2380.17094006
2018-03-21,0.509347,0.532647,0.507364,0.532647,34413.641024037
2018-03-22,0.51133,0.532647,0.507364,0.507364,16527.059828289
2018-03-23,0.521047,0.522831,0.503596,0.522831,17841.196580365
2018-03-27,0.542265,0.542265,0.491926,0.522831,4441.641025434
2018-03-29,0.522831,0.540282,0.493909,0.493909,11303.794871268
2018-04-03,0.493909,0.540282,0.493909,0.534631,2416.478632366
2018-04-04,0.551883,0.551883,0.538398,0.551883,4421.470085264
2018-04-05,0.569334,0.569334,0.546132,0.548115,2070.5470084505
2018-04-06,0.548115,0.548115,0.548115,0.548115,2502.2051280885
2018-04-09,0.524814,0.524814,0.524814,0.524814,918.7863247435
2018-04-10,0.522831,0.550098,0.513214,0.513214,3999.897435711
2018-04-11,0.513214,0.610086,0.513214,0.581034,116291.5213621
2018-04-12,0.608202,0.608202,0.551883,0.596601,18430.188033329
2018-04-13,0.592635,0.592635,0.536514,0.588768,27566.61538333
2018-04-16,0.584901,0.584901,0.532647,0.557733,6009.9316236515
2018-04-17,0.569334,0.569334,0.532647,0.555849,4969.1111108795
2018-04-18,0.534631,0.57915,0.534631,0.555849,21094.769229786
2018-04-19,0.546132,0.57915,0.546132,0.57915,26287.777776552
2018-04-20,0.581034,0.602253,0.546132,0.546132,51006.256407879
2018-04-23,0.594618,0.602253,0.57915,0.600369,45829.384613248
2018-04-24,0.581034,0.581034,0.581034,0.581034,1512.82051275
2018-04-25,0.581034,0.596601,0.57915,0.590751,4831.9487177235
2018-04-26,0.590751,0.590751,0.565566,0.571317,20150.76922983
2018-04-27,0.581034,0.590751,0.551883,0.577167,28932.188032839
2018-04-30,0.581034,0.592635,0.551883,0.592635,9511.6068371635
2018-05-02,0.590751,0.590751,0.581034,0.590751,634.3760683465
2018-05-04,0.592635,0.592635,0.550098,0.551883,24125.452990328
2018-05-07,0.555849,0.555849,0.530664,0.555849,24500.63247749
2018-05-08,0.538398,0.590751,0.538398,0.590751,13943.162392512
2018-05-09,0.561699,0.563583,0.561699,0.561699,2898.564102429
2018-05-10,0.561699,0.561699,0.540282,0.551883,13054.632478024
2018-05-11,0.586785,0.586785,0.581034,0.581034,55.4700854675
2018-05-14,0.586785,0.588768,0.563583,0.588768,15496.324785602
2018-05-15,0.565566,0.581034,0.546132,0.546132,8314.461538074
2018-05-16,0.546132,0.57915,0.546132,0.57915,1543.076923005
2018-05-17,0.534631,0.557733,0.534631,0.557733,4568.717948505
2018-05-18,0.575184,0.575184,0.575184,0.575184,674.7179486865
2018-05-21,0.532647,0.557733,0.532647,0.557733,15603.230768503
2018-05-22,0.534631,0.542265,0.534631,0.542265,1258.666666608
2018-05-23,0.557733,0.557733,0.532647,0.557733,14105.538460881
2018-05-24,0.57915,0.57915,0.522831,0.557733,1116.4615384095
2018-05-25,0.557733,0.557733,0.503596,0.503596,65188.444441406
2018-05-28,0.532647,0.532647,0.522831,0.522831,70.598290595
2018-05-29,0.532647,0.532647,0.503596,0.532647,1314.1367520755
